filename	ttr	wrlengh	wcount	prv_vb	that_del	contrac	pres	pro2	pro_do	pdem	gen_emph	pro1	it	be_state	sub_cos	prtcle	pany	gen_hdg	amplifr	wh_ques	pos_mod	o_and	wh_cl	finlprep	n	prep	adj_attr	pasttnse	pro3	perfects	pub_vb	rel_obj	rel_subj	rel_pipe	p_and	n_nom	tm_adv	pl_adv	advs	inf	prd_mod	sua_vb	sub_cnd	nec_mod	spl_aux	conjncts	agls_psv	by_pasv	whiz_vbn	sub_othr	vcmo	downtone	pred_adj	allmodal	allconj	allpasv	allwh	allwhrel	alladj	allpro	have	allverb	vprogrsv	that_rel	jcmp	nonf_vth	att_vth	fact_vth	lkly_vth	att_jth	fact_jth	lkly_jth	nfct_nth	att_nth	fct_nth	lkly_nth	spch_vto	mntl_vto	dsre_vto	efrt_vto	prob_vto	x1_jto	x2_jto	x3_jto	x4_jto	x5_jto	all_nto	nonfadvl	atadvl	factadvl	lklydvl	all_vth	all_jth	all_nth	all_th	all_vto	all_jto	all_to	all_advl	act_ipv	act_tpv	mentalpv	commpv	occurpv	copulapv	aspectpv	humann	prcessn	cognitn	abstrcn	concrtn	tccncrt	quann	placen	groupn	sizej	timej	colorj	evalj	relatnj	topicj	actv	commv	mentalv	causev	occurv	existv	aspectv	dim1	dim2	dim3	dim4	dim5	
coding_prompt_id_15536.txt	6.8	4.4	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411.8	205.9	58.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.4	0.0	29.4	29.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-32.62	-5.73	13.23	-6.61	-3.63
coding_prompt_id_15636.txt	9.0	4.6	39	0.0	0.0	0.0	102.6	0.0	0.0	0.0	0.0	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.9	51.3	25.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.9	0.0	0.0	0.0	25.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6	51.3	0.0	102.6	51.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.3	0.0	51.3	25.6	25.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6	0.0	25.6	0.0	25.6	0.0	0.0	0.0	0.0	-20.87	-5.73	6.32	-6.61	-3.63
coding_prompt_id_15887.txt	5.8	4.7	25	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	80.0	120.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	240.0	40.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	40.0	0.0	80.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-17.61	-3.95	6.53	-6.61	-3.63
coding_prompt_id_15901.txt	6.5	3.9	32	0.0	0.0	0.0	125.0	31.3	0.0	0.0	0.0	93.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0	125.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.5	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	62.5	125.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	31.3	0.0	0.0	0.0	0.0	-12.59	-5.73	-2.58	0.84	-3.63
coding_prompt_id_16036.txt	7.3	4.3	32	0.0	0.0	0.0	125.0	0.0	31.3	0.0	0.0	62.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	312.5	156.3	62.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.5	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	125.0	62.5	0.0	156.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.5	0.0	0.0	62.5	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	31.3	0.0	31.3	0.0	0.0	0.0	0.0	39.29	-5.73	5.31	-6.61	-3.63
coding_prompt_id_16489.txt	7.0	4.7	30	33.3	0.0	0.0	66.7	33.3	0.0	0.0	0.0	0.0	66.7	0.0	0.0	0.0	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	433.3	66.7	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.3	33.3	0.0	133.3	33.3	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.3	0.0	0.0	33.3	33.3	0.0	0.0	0.0	0.0	6.58	-5.73	0.97	-6.61	-3.63
coding_prompt_id_16617.txt	8.0	5.2	40	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500.0	125.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	25.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	50.0	50.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	-29.00	-4.08	6.18	-6.61	-3.63
coding_prompt_id_16701.txt	3.3	4.7	13	0.0	0.0	0.0	230.8	76.9	0.0	0.0	0.0	0.0	76.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.9	0.0	76.9	0.0	230.8	76.9	0.0	76.9	0.0	0.0	76.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.9	0.0	0.0	76.9	0.0	0.0	76.9	76.9	307.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.8	0.0	0.0	0.0	0.0	0.0	102.08	11.05	0.97	-6.61	-3.63
coding_prompt_id_16730.txt	5.3	4.7	25	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	320.0	40.0	40.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	40.0	0.0	0.0	120.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	40.0	0.0	0.0	0.0	0.0	0.0	-6.81	-4.41	6.53	-6.61	-3.63
coding_prompt_id_16910.txt	5.0	4.1	25	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.0	160.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	80.0	40.0	0.0	40.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-25.87	-5.73	12.08	11.58	-3.63
